BCODE,BNAME,DCODE,District_Name,Region,County_ID,County_Name,Public/nonpublic,g7_totl,g8_totl,g9_totl,g10_totl,g11_totl,g12_totl,tot_all
07156,ST PAUL LUTHERAN SCHOOL,44010,,8.00,81,Washtenaw,nonpublic,18.00,16.00,0.00,0.00,0.00,0.00,34.00
07169,LUTHERAN HIGH SCH-WESTLAND,82160,,8.00,73,Saginaw,nonpublic,0.00,0.00,59.00,48.00,49.00,52.00,208.00
07198,GO LIKE THE WIND SCHOOL,81010,,8.00,73,Saginaw,nonpublic,7.00,5.00,0.00,0.00,0.00,0.00,12.00
07242,Alma Adult/Alternative Education,29010,Alma Public Schools,8.00,29,Gratiot,Public,0.00,1.00,19.00,41.00,11.00,31.00,103.00
07261,Woodville Community Center,38010,Western School District,8.00,38,Jackson,Public,0.00,0.00,0.00,78.00,42.00,39.00,159.00
07262,Madison Middle School,46090,Madison School District (Lenawee),8.00,46,Lenawee,Public,112.00,96.00,0.00,0.00,0.00,0.00,208.00
07410,OAKLAND STEINER SCHOOL,63070,,8.00,25,Genesee,nonpublic,11.00,10.00,0.00,0.00,0.00,0.00,21.00
07412,A.I.M.,29040,Breckenridge Community Schools,8.00,29,Gratiot,Public,0.00,0.00,4.00,6.00,12.00,18.00,40.00
07431,Adrian Adult Education,46010,Adrian City School District,8.00,46,Lenawee,Public,0.00,0.00,0.00,0.00,13.00,78.00,91.00
07465,Swartz Creek Academy,25180,Swartz Creek Community Schools,8.00,25,Genesee,Public,0.00,0.00,5.00,22.00,30.00,61.00,118.00
07496,Oasis Alternative Ed. School,37010,Mt. Pleasant City School District,8.00,37,Isabella,Public,0.00,0.00,55.00,38.00,65.00,43.00,201.00
07502,RESD Gratiot County,29000,Gratiot-Isabella RESD,8.00,29,Gratiot,Public,5.00,5.00,6.00,2.00,2.00,3.00,23.00
07526,Williamston High School,33230,Williamston Community Schools,8.00,33,Ingham,Public,0.00,0.00,154.00,164.00,190.00,145.00,653.00
07576,Mott Middle College High School,25010,Flint City School District,8.00,25,Genesee,Public,0.00,0.00,134.00,103.00,89.00,67.00,393.00
07579,Whitmore Lake Middle School,81140,Whitmore Lake Public Schools,8.00,81,Washtenaw,Public,89.00,94.00,0.00,0.00,0.00,0.00,183.00
07585,ANN ARBOR CHRISTIAN SCHOOL,81010,,8.00,25,Genesee,nonpublic,15.00,23.00,0.00,0.00,0.00,0.00,38.00
07621,Holt Central High School,33070,Holt Public Schools,8.00,33,Ingham,Public,0.00,0.00,12.00,13.00,39.00,104.00,168.00
07631,Odyssey Middle/High School,37060,Shepherd Public School District,8.00,37,Isabella,Public,2.00,4.00,4.00,14.00,21.00,17.00,62.00
07672,Greyhound Central,23050,Eaton Rapids Public Schools,8.00,23,Eaton,Public,0.00,0.00,2.00,5.00,25.00,67.00,99.00
07691,Mt. Morris Alternative Ed.,25040,Mt. Morris Consolidated Schools,8.00,25,Genesee,Public,7.00,13.00,141.00,383.00,83.00,70.00,697.00
07710,Bendle/Carman-Ainsworth Alternative Education,25060,Bendle Public Schools,8.00,25,Genesee,Public,0.00,2.00,39.00,94.00,108.00,243.00,486.00
07712,Choices Alternative Ed,47030,Fowlerville Community Schools,8.00,47,Livingston,Public,0.00,0.00,2.00,10.00,15.00,71.00,98.00
07726,Ovid-Elsie Comm. Ed./Alt. H.S.,19120,Ovid-Elsie Area Schools,8.00,19,Clinton,Public,0.00,0.00,1.00,9.00,16.00,35.00,61.00
07742,Malcolm Williams School,33000,Ingham ISD,8.00,33,Ingham,Public,2.00,2.00,7.00,9.00,6.00,3.00,29.00
07743,SLC/Evergreen,33000,Ingham ISD,8.00,33,Ingham,Public,0.00,4.00,5.00,11.00,10.00,7.00,37.00
07757,Charlotte Alternative Education,23030,Charlotte Public Schools,8.00,23,Eaton,Public,3.00,5.00,45.00,27.00,30.00,30.00,140.00
07770,Davison Alternative Education,25140,Davison Community Schools,8.00,25,Genesee,Public,0.00,0.00,47.00,54.00,25.00,46.00,172.00
07776,Kellogg Education Center,23065,Maple Valley Schools,8.00,23,Eaton,Public,0.00,0.00,3.00,26.00,45.00,21.00,95.00
07801,Mission Creek Community Education,37010,Mt. Pleasant City School District,8.00,37,Isabella,Public,1.00,6.00,1.00,5.00,4.00,26.00,43.00
07810,St. Charles Alternative Education,73240,St. Charles Community Schools,8.00,73,Saginaw,Public,0.00,0.00,3.00,9.00,8.00,4.00,24.00
07848,BIBLE BAPTIST CHURCH SCHOOL,65045,,8.00,73,Saginaw,nonpublic,1.00,1.00,3.00,1.00,2.00,0.00,8.00
07871,Forest School,81020,School District of Ypsilanti,8.00,81,Washtenaw,Public,1.00,6.00,11.00,6.00,0.00,0.00,24.00
07882,SAINT MARTHA SCHOOL,33170,,8.00,73,Saginaw,nonpublic,9.00,19.00,0.00,0.00,0.00,0.00,28.00
07894,CAP Adult and Alternative Education,23090,Potterville Public Schools,8.00,23,Eaton,Public,0.00,0.00,18.00,18.00,13.00,6.00,55.00
07973,Ackerson Lake Community Education,38130,Napoleon Community Schools,8.00,38,Jackson,Public,0.00,0.00,0.00,6.00,20.00,27.00,53.00
08039,Mill Creek Middle School,81050,Dexter Community School District,8.00,81,Washtenaw,Public,282.00,311.00,0.00,0.00,0.00,0.00,593.00
08049,Academy for Technology and Enterprise,73903,Academy for Technology and Enterprise,8.00,73,Saginaw,Public,0.00,0.00,0.00,14.00,146.00,158.00,318.00
08058,LakeVille Alternative High School,25280,LakeVille Community Schools,8.00,25,Genesee,Public,0.00,0.00,4.00,11.00,23.00,28.00,66.00
08061,LOYOLA HIGH SCHOOL,82010,,8.00,78,Shiawassee,nonpublic,0.00,0.00,43.00,43.00,42.00,31.00,159.00
08178,Mackinaw Academy,73040,Saginaw Township Community Schools,8.00,73,Saginaw,Public,0.00,0.00,59.00,82.00,44.00,77.00,262.00
08214,Chippewa Middle School,33170,Okemos Public Schools,8.00,33,Ingham,Public,188.00,168.00,0.00,0.00,0.00,0.00,356.00
08216,WESTLAND CHRISTIAN ACADEMY,82160,,8.00,09,Bay,nonpublic,3.00,3.00,4.00,1.00,3.00,4.00,18.00
08220,Meridian High School,33060,Haslett Public Schools,8.00,33,Ingham,Public,0.00,0.00,2.00,21.00,18.00,40.00,81.00
08241,Honey Creek Community School,81901,Honey Creek Community School,8.00,81,Washtenaw,Public,19.00,20.00,0.00,0.00,0.00,0.00,39.00
08244,Da Vinci Institute (9-12),38901,Da Vinci Institute,8.00,38,Jackson,Public,0.00,0.00,43.00,32.00,29.00,29.00,133.00
08248,Kensington Woods High School,47901,Kensington Woods High School,8.00,47,Livingston,Public,0.00,0.00,42.00,73.00,61.00,121.00,297.00
08281,Fulton Middle School,29050,Fulton Schools,8.00,29,Gratiot,Public,55.00,53.00,0.00,0.00,0.00,0.00,108.00
08284,Saginaw County Transition Academy,73905,Saginaw County Transition Academy,8.00,73,Saginaw,Public,6.00,14.00,77.00,29.00,0.00,0.00,126.00
08295,WALNUT CORNER SCHOOL,23065,,8.00,33,Ingham,nonpublic,2.00,4.00,0.00,0.00,0.00,0.00,6.00
08314,Renaissance Public School Academy,37901,Renaissance Public School Academy,8.00,37,Isabella,Public,27.00,12.00,0.00,0.00,0.00,0.00,39.00
08322,Island City Academy,23901,Island City Academy,8.00,23,Eaton,Public,19.00,15.00,1.00,0.00,0.00,0.00,35.00
08323,Mid-Michigan Leadership Academy,33904,Mid-Michigan Leadership Academy,8.00,33,Ingham,Public,18.00,20.00,0.00,0.00,0.00,0.00,38.00
08327,Charyl Stockwell Academy,47902,Charyl Stockwell Academy,8.00,47,Livingston,Public,53.00,47.00,32.00,0.00,0.00,0.00,132.00
08333,Central Academy (1-12),81902,Central Academy,8.00,81,Washtenaw,Public,36.00,44.00,27.00,21.00,21.00,21.00,170.00
08356,ST MARK LUTHERAN SCHOOL,41160,,8.00,56,Midland,nonpublic,8.00,4.00,0.00,0.00,0.00,0.00,12.00
08409,Carrollton Middle School,73030,Carrollton School District,8.00,73,Saginaw,Public,118.00,118.00,0.00,0.00,0.00,0.00,236.00
08431,Midland Academy of Advanced and Creative Studies,56902,Midland Academy of Advanced and Creative Studies,8.00,56,Midland,Public,16.00,14.00,22.00,12.00,9.00,9.00,82.00
08482,Hillsdale Preparatory School,30901,Hillsdale Preparatory School,8.00,30,Hillsdale,Public,1.00,6.00,0.00,0.00,0.00,0.00,7.00
08483,Washtenaw Technical Middle College,81903,Washtenaw Technical Middle College,8.00,81,Washtenaw,Public,0.00,0.00,0.00,152.00,121.00,92.00,365.00
08493,Concord School of Opportunity,38080,Concord Community Schools,8.00,38,Jackson,Public,0.00,0.00,1.00,5.00,4.00,4.00,14.00
08498,Camden-Frontier Middle School,30010,Camden-Frontier Schools,8.00,30,Hillsdale,Public,39.00,38.00,0.00,0.00,0.00,0.00,77.00
08507,Morey Charter School,37902,Morey Charter School,8.00,37,Isabella,Public,22.00,15.00,12.00,17.00,10.00,11.00,87.00
08519,Saginaw Preparatory Academy,73908,Saginaw Preparatory Academy,8.00,73,Saginaw,Public,17.00,8.00,0.00,0.00,0.00,0.00,25.00
08548,Tecumseh Options Institute,46140,Tecumseh Public Schools,8.00,46,Lenawee,Public,0.00,0.00,1.00,7.00,16.00,5.00,29.00
08570,ROCKFORD CHRISTIAN SCHOOL,41210,,8.00,81,Washtenaw,nonpublic,27.00,10.00,0.00,0.00,0.00,0.00,37.00
08571,Northwest Alternative High School,38140,Northwest Community Schools,8.00,38,Jackson,Public,0.00,0.00,0.00,8.00,27.00,34.00,69.00
08573,Wenona Center Home of Wenona High/Middle School,09010,Bay City School District,8.00,09,Bay,Public,0.00,0.00,2.00,97.00,32.00,27.00,158.00
08580,Onsted Alternative Ed. Program,46110,Onsted Community Schools,8.00,46,Lenawee,Public,0.00,0.00,0.00,4.00,4.00,16.00,24.00
08590,Beal City Alternative/Adult Education Program,37040,Beal City Public Schools,8.00,37,Isabella,Public,0.00,0.00,1.00,2.00,5.00,17.00,25.00
08601,Will Carleton Charter School Academy,30902,Will Carleton Charter School Academy,8.00,30,Hillsdale,Public,19.00,20.00,16.00,11.00,11.00,20.00,97.00
08606,Hartland M.S. at Ore Creek,47060,Hartland Consolidated Schools,8.00,47,Livingston,Public,433.00,453.00,0.00,0.00,0.00,0.00,886.00
08644,Paragon Charter Academy,38902,Paragon Charter Academy,8.00,38,Jackson,Public,53.00,44.00,0.00,0.00,0.00,0.00,97.00
08653,Francis Reh PSA,73909,Francis Reh PSA,8.00,73,Saginaw,Public,22.00,23.00,0.00,0.00,0.00,0.00,45.00
08655,Ann Arbor Learning Community,81904,Ann Arbor Learning Community,8.00,81,Washtenaw,Public,15.00,18.00,0.00,0.00,0.00,0.00,33.00
08659,Da Vinci Institute (K-8),38901,Da Vinci Institute,8.00,38,Jackson,Public,15.00,20.00,0.00,0.00,0.00,0.00,35.00
08664,GTB LIFE LONG LEARNING CTR,28010,,8.00,73,Saginaw,nonpublic,0.00,0.00,1.00,10.00,4.00,9.00,24.00
08680,Stone High School,81010,Ann Arbor Public Schools,8.00,81,Washtenaw,Public,0.00,0.00,4.00,40.00,53.00,74.00,171.00
08688,COVENANT CHRISTIAN SCHOOL,53010,,8.00,47,Livingston,nonpublic,9.00,9.00,0.00,0.00,0.00,0.00,18.00
08693,Wolverine Secure Treatment Center,73080,Buena Vista School District,8.00,73,Saginaw,Public,0.00,0.00,53.00,25.00,8.00,4.00,90.00
08698,LOUISIANA HOMES SCHOOL,82010,,8.00,73,Saginaw,nonpublic,0.00,0.00,0.00,0.00,2.00,0.00,2.00
08700,White Pine Academy,33906,White Pine Academy,8.00,33,Ingham,Public,12.00,0.00,0.00,0.00,0.00,0.00,12.00
08705,Grand Blanc Academy,25903,Grand Blanc Academy,8.00,25,Genesee,Public,41.00,43.00,0.00,0.00,0.00,0.00,84.00
08712,Fowlerville Junior High School,47030,Fowlerville Community Schools,8.00,47,Livingston,Public,231.00,250.00,0.00,0.00,0.00,0.00,481.00
08715,Pathfinder School,47080,Pinckney Community Schools,8.00,47,Livingston,Public,347.00,381.00,0.00,0.00,0.00,0.00,728.00
08716,Capital Area Academy,33907,Capital Area Academy,8.00,33,Ingham,Public,22.00,22.00,0.00,0.00,0.00,0.00,44.00
08720,Windemere Park Charter Academy,33909,Windemere Park Charter Academy,8.00,33,Ingham,Public,76.00,65.00,0.00,0.00,0.00,0.00,141.00
08721,Northridge Academy,25904,Northridge Academy,8.00,25,Genesee,Public,25.00,23.00,0.00,0.00,0.00,0.00,48.00
08727,New City Academy,33908,New City Academy,8.00,33,Ingham,Public,17.00,16.00,0.00,0.00,0.00,0.00,33.00
08731,Center Academy,25906,Center Academy,8.00,25,Genesee,Public,34.00,40.00,0.00,0.00,0.00,0.00,74.00
08732,International Academy of Flint (K-12),25905,International Academy of Flint,8.00,25,Genesee,Public,90.00,73.00,132.00,66.00,23.00,21.00,405.00
08738,Academy of Flint,25908,Academy of Flint,8.00,25,Genesee,Public,58.00,71.00,0.00,0.00,0.00,0.00,129.00
08739,Linden Charter Academy,25907,Linden Charter Academy,8.00,25,Genesee,Public,86.00,72.00,0.00,0.00,0.00,0.00,158.00
08740,North Saginaw Charter Academy,73910,North Saginaw Charter Academy,8.00,73,Saginaw,Public,43.00,49.00,0.00,0.00,0.00,0.00,92.00
08741,South Arbor Charter Academy,81905,South Arbor Charter Academy,8.00,81,Washtenaw,Public,85.00,71.00,0.00,0.00,0.00,0.00,156.00
08753,Saginaw Arts and Sciences Academy,73010,Saginaw City School District,8.00,73,Saginaw,Public,95.00,93.00,91.00,70.00,45.00,44.00,438.00
08755,St. Vincent Home,33000,Ingham ISD,8.00,33,Ingham,Public,4.00,2.00,2.00,5.00,1.00,1.00,15.00
08766,Burton Glen Charter Academy,25909,Burton Glen Charter Academy,8.00,25,Genesee,Public,83.00,78.00,0.00,0.00,0.00,0.00,161.00
08771,ZION CHRISTIAN SCHOOL,41040,,8.00,81,Washtenaw,nonpublic,11.00,14.00,20.00,18.00,22.00,17.00,102.00
08777,Michael J McGivney,73000,Saginaw ISD,8.00,73,Saginaw,Public,3.00,5.00,17.00,18.00,13.00,6.00,62.00
08792,KOBY INTERNATIONAL ACADEMY,63100,,8.00,73,Saginaw,nonpublic,0.00,1.00,4.00,0.00,0.00,0.00,5.00
08826,Waldron Middle School,30080,Waldron Area Schools,8.00,30,Hillsdale,Public,22.00,29.00,0.00,0.00,0.00,0.00,51.00
08827,Pinconning Advancement Academy,09090,Pinconning Area Schools,8.00,09,Bay,Public,0.00,0.00,0.00,0.00,5.00,1.00,6.00
08857,MCESA and Sugnet School Classroom Programs,56000,Midland County Educational Service Agency,8.00,56,Midland,Public,8.00,11.00,2.00,5.00,1.00,11.00,38.00
08862,County Day Treatment,81000,Washtenaw ISD,8.00,81,Washtenaw,Public,0.00,0.00,2.00,5.00,1.00,1.00,9.00
08863,Holy Cross Children's Services (Boysville),46000,Lenawee ISD,8.00,46,Lenawee,Public,4.00,6.00,21.00,46.00,26.00,10.00,113.00
08885,Jonesville Middle School,30030,Jonesville Community Schools,8.00,30,Hillsdale,Public,104.00,97.00,0.00,0.00,0.00,0.00,201.00
08914,Bay City Adult Education/CTP,09010,Bay City School District,8.00,09,Bay,Public,0.00,0.00,27.00,27.00,14.00,9.00,77.00
08979,Sawdon High School,23060,Grand Ledge Public Schools,8.00,23,Eaton,Public,0.00,0.00,0.00,8.00,20.00,74.00,102.00
09005,Fulton Adult/Alternative Education,29050,Fulton Schools,8.00,29,Gratiot,Public,0.00,0.00,0.00,93.00,16.00,135.00,244.00
09073,Potterville Middle School,23090,Potterville Public Schools,8.00,23,Eaton,Public,77.00,66.00,0.00,0.00,0.00,0.00,143.00
09083,Horizons,29100,St. Louis Public Schools,8.00,29,Gratiot,Public,0.00,0.00,6.00,11.00,10.00,9.00,36.00
09101,Arthur Eddy K-8 Academy,73010,Saginaw City School District,8.00,73,Saginaw,Public,39.00,39.00,0.00,0.00,0.00,0.00,78.00
09152,CROSS OF GLORY LUTHERAN SCH,50190,,8.00,81,Washtenaw,nonpublic,3.00,3.00,0.00,0.00,0.00,0.00,6.00
09169,The Manor,30000,Hillsdale ISD,8.00,30,Hillsdale,Public,7.00,10.00,34.00,29.00,29.00,10.00,119.00
09236,Meadowview Offsite -CLC,23000,Eaton ISD,8.00,23,Eaton,Public,0.00,0.00,0.00,0.00,1.00,0.00,1.00
09242,Omni Adult and Alternative Education,73030,Carrollton School District,8.00,73,Saginaw,Public,0.00,0.00,27.00,18.00,23.00,20.00,88.00
09296,Grass Lake Middle School,38050,Grass Lake Community Schools,8.00,38,Jackson,Public,104.00,106.00,0.00,0.00,0.00,0.00,210.00
09301,Holt Junior High School,33070,Holt Public Schools,8.00,33,Ingham,Public,451.00,482.00,0.00,0.00,0.00,0.00,933.00
09305,Richfield Public School Academy,25910,Richfield Public School Academy,8.00,25,Genesee,Public,50.00,46.00,0.00,0.00,0.00,0.00,96.00
09317,Cassidy Lake Technical School,81040,Chelsea School District,8.00,81,Washtenaw,Public,0.00,0.00,0.00,7.00,26.00,12.00,45.00
09349,Ruben Daniels Community School-Saginaw High,73010,Saginaw City School District,8.00,73,Saginaw,Public,0.00,4.00,5.00,27.00,13.00,17.00,66.00
09374,Stockbridge Alternative High School,33200,Stockbridge Community Schools,8.00,33,Ingham,Public,0.00,1.00,5.00,11.00,2.00,1.00,20.00
09375,Post Secondary Transition,73030,Carrollton School District,8.00,73,Saginaw,Public,0.00,0.00,0.00,0.00,0.00,215.00,215.00
09382,Grand Blanc Middle School East,25030,Grand Blanc Community Schools,8.00,25,Genesee,Public,309.00,340.00,0.00,0.00,0.00,0.00,649.00
09383,Grand Blanc Middle School West,25030,Grand Blanc Community Schools,8.00,25,Genesee,Public,321.00,311.00,0.00,0.00,0.00,0.00,632.00
09404,Willow Run Middle School,81150,Willow Run Community Schools,8.00,81,Washtenaw,Public,120.00,136.00,0.00,0.00,0.00,0.00,256.00
09422,GRAND RAPIDS CHRISTIAN M.S.,41010,,8.00,38,Jackson,nonpublic,140.00,129.00,0.00,0.00,0.00,0.00,269.00
09446,Eastern Washtenaw Multicultural Academy,81908,Eastern Washtenaw Multicultural Academy,8.00,81,Washtenaw,Public,20.00,12.00,14.00,9.00,5.00,5.00,65.00
09447,Fortis Academy,81906,Fortis Academy,8.00,81,Washtenaw,Public,71.00,54.00,0.00,0.00,0.00,0.00,125.00
09450,Madison Academy,25911,Madison Academy,8.00,25,Genesee,Public,26.00,22.00,61.00,0.00,0.00,0.00,109.00
09478,Morenci Area Schools Alternative Education,46100,Morenci Area Schools,8.00,46,Lenawee,Public,0.00,0.00,0.00,1.00,11.00,2.00,14.00
09484,Swan Valley Adult and Alternative Education,73255,Swan Valley School District,8.00,73,Saginaw,Public,0.00,0.00,12.00,4.00,4.00,6.00,26.00
09494,Montrose Alternative Education Center,25260,Montrose Community Schools,8.00,25,Genesee,Public,0.00,0.00,17.00,31.00,19.00,10.00,77.00
09543,Lincoln Alternative High School,78110,Owosso Public Schools,8.00,78,Shiawassee,Public,0.00,0.00,50.00,55.00,39.00,41.00,185.00
09550,Lake Fenton Middle School,25200,Lake Fenton Community Schools,8.00,25,Genesee,Public,144.00,150.00,0.00,0.00,0.00,0.00,294.00
09553,Brucker - BASE,73180,Bridgeport-Spaulding Community School District,8.00,73,Saginaw,Public,0.00,0.00,37.00,32.00,29.00,17.00,115.00
09601,Saginaw Learn to Earn Academy,73911,Saginaw Learn to Earn Academy,8.00,73,Saginaw,Public,0.00,0.00,0.00,110.00,4.00,4.00,118.00
09658,EAGLE CREEK EDUCATION FUND,63260,,8.00,73,Saginaw,nonpublic,7.00,5.00,0.00,0.00,0.00,0.00,12.00
09668,Hemlock Alternative/Adult Education,73210,Hemlock Public School District,8.00,73,Saginaw,Public,0.00,0.00,0.00,8.00,0.00,6.00,14.00
09696,Academic and Career Education Academy,56903,Academic and Career Education Academy,8.00,56,Midland,Public,0.00,0.00,0.00,76.00,27.00,32.00,135.00
09711,CALHOUN CHRISTIAN SCHOOL,13090,,8.00,78,Shiawassee,nonpublic,9.00,8.00,7.00,9.00,10.00,8.00,51.00
09724,AMBLESIDE COMMUNITY SCHOOL,82010,,8.00,33,Ingham,nonpublic,1.00,2.00,0.00,0.00,0.00,0.00,3.00
09725,Special Services - North,25000,Genesee ISD,8.00,25,Genesee,Public,4.00,3.00,1.00,3.00,2.00,0.00,13.00
09726,Webberville Middle School,33220,Webberville Community Schools,8.00,33,Ingham,Public,53.00,45.00,0.00,0.00,0.00,0.00,98.00
09737,Ruben Daniels Alt. Middle School - Central Middle,73010,Saginaw City School District,8.00,73,Saginaw,Public,3.00,5.00,0.00,0.00,0.00,0.00,8.00
09747,Adult Education (Administration Building),78080,Perry Public School District,8.00,78,Shiawassee,Public,0.00,0.00,8.00,6.00,2.00,17.00,33.00
09750,Isabella Day Treatment,37010,Mt. Pleasant City School District,8.00,37,Isabella,Public,1.00,0.00,7.00,3.00,0.00,0.00,11.00
09752,Turning Point Youth Center,19000,Clinton County RESA,8.00,19,Clinton,Public,3.00,10.00,11.00,21.00,4.00,7.00,56.00
09774,Genesee Early College,25010,Flint City School District,8.00,25,Genesee,Public,0.00,0.00,0.00,21.00,50.00,47.00,118.00
09779,Birch Run Alternative High School,73170,Birch Run Area School District,8.00,73,Saginaw,Public,0.00,0.00,0.00,5.00,15.00,19.00,39.00
09820,Horizon Alternative School,30020,Hillsdale Community Schools,8.00,30,Hillsdale,Public,0.00,0.00,7.00,10.00,24.00,55.00,96.00
09832,Early College Alliance - Whitmore Lake,81140,Whitmore Lake Public Schools,8.00,81,Washtenaw,Public,0.00,0.00,3.00,4.00,4.00,1.00,12.00
09833,Early College Alliance-Ypsilanti,81020,School District of Ypsilanti,8.00,81,Washtenaw,Public,0.00,0.00,0.00,10.00,29.00,12.00,51.00
09840,Skyline High School,81010,Ann Arbor Public Schools,8.00,81,Washtenaw,Public,0.00,0.00,420.00,0.00,0.00,0.00,420.00
09849,Early College Alliance - Milan,81100,Milan Area Schools,8.00,81,Washtenaw,Public,0.00,0.00,0.00,13.00,13.00,0.00,26.00
09891,Holmes Foundation,25010,Flint City School District,8.00,25,Genesee,Public,383.00,478.00,0.00,0.00,0.00,0.00,861.00
09892,McKinley Foundation,25010,Flint City School District,8.00,25,Genesee,Public,349.00,339.00,0.00,0.00,0.00,0.00,688.00
09897,Saline Alternative High School,81120,Saline Area Schools,8.00,81,Washtenaw,Public,0.00,0.00,9.00,10.00,16.00,18.00,53.00
09915,DETROIT CRISTO REY HIGH SCHOOL,82010,,8.00,73,Saginaw,nonpublic,0.00,0.00,80.00,0.00,0.00,0.00,80.00
09918,Juvenile Care Center,56010,Midland Public Schools,8.00,56,Midland,Public,2.00,2.00,4.00,14.00,5.00,0.00,27.00
09920,Brighton Alternative Education,47010,Brighton Area Schools,8.00,47,Livingston,Public,0.00,0.00,18.00,42.00,38.00,25.00,123.00
09923,Washtenaw County Drop Back In Academy,81020,School District of Ypsilanti,8.00,81,Washtenaw,Public,0.00,0.00,14.00,14.00,9.00,1.00,38.00
00005,"Holmes, A.L.  Elementary School",82010,Detroit City School District,9.00,82,Wayne,Public,66.00,51.00,0.00,0.00,0.00,0.00,117.00
00013,ADA CHRISTIAN SCHOOL,41110,,9.00,63,Oakland,nonpublic,70.00,63.00,0.00,0.00,0.00,0.00,133.00
00017,Adams Middle School,82160,,9.00,82,Wayne,Public,204.00,204.00,0.00,0.00,0.00,0.00,408.00
00025,Stevenson High School,82095,,9.00,82,Wayne,Public,0.00,0.00,490.00,539.00,555.00,520.00,2104.00
00029,Davis Aerospace High School,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,69.00,54.00,41.00,39.00,203.00
00034,Akron-Fairgrove Jr/Sr High School,79010,,9.00,79,Tuscola,Public,23.00,20.00,23.00,34.00,26.00,42.00,168.00
00054,Algonac High School,74030,Algonac Community School District,9.00,74,St. Clair,Public,0.00,0.00,207.00,181.00,159.00,181.00,728.00
00058,KALAMAZOO COUNTRY DAY,39140,,9.00,63,Oakland,nonpublic,14.00,15.00,0.00,0.00,0.00,0.00,29.00
00065,Allen Park High School,82020,Allen Park Public Schools,9.00,82,Wayne,Public,0.00,0.00,317.00,327.00,271.00,291.00,1206.00
00072,Waterford Alternative High School - Manley Campus,63300,Waterford School District,9.00,63,Oakland,Public,0.00,0.00,52.00,64.00,48.00,33.00,197.00
00073,Almont High School,44020,Almont Community Schools,9.00,44,Lapeer,Public,0.00,0.00,157.00,170.00,152.00,143.00,622.00
00082,Earhart Middle School,82010,Detroit City School District,9.00,82,Wayne,Public,213.00,238.00,0.00,0.00,0.00,0.00,451.00
00087,IMMACULATE CONCEPTION SCHOOL,50040,,9.00,74,St. Clair,nonpublic,17.00,22.00,0.00,0.00,0.00,0.00,39.00
00088,Anchor Bay Middle School North,50040,Anchor Bay School District,9.00,50,Macomb,Public,280.00,285.00,0.00,0.00,0.00,0.00,565.00
00089,Anchor Bay High School,50040,Anchor Bay School District,9.00,50,Macomb,Public,0.00,0.00,494.00,481.00,502.00,453.00,1930.00
00093,Anderson Middle School,63050,,9.00,63,Oakland,Public,189.00,179.00,0.00,0.00,0.00,0.00,368.00
00103,Ann Arbor Trail Magnet Middle School,82010,Detroit City School District,9.00,82,Wayne,Public,69.00,66.00,0.00,0.00,0.00,0.00,135.00
00119,Armada Area High School,50050,Armada Area Schools,9.00,50,Macomb,Public,0.00,0.00,159.00,172.00,152.00,148.00,631.00
00135,ASSUMPTION BVM,41210,,9.00,63,Oakland,nonpublic,18.00,18.00,0.00,0.00,0.00,0.00,36.00
00161,Avondale Academy,63070,Avondale School District,9.00,63,Oakland,Public,0.00,0.00,42.00,62.00,48.00,40.00,192.00
00165,Bad Axe High School,32010,Bad Axe Public Schools,9.00,32,Huron,Public,0.00,0.00,102.00,96.00,131.00,114.00,443.00
00166,Bad Axe Junior High School,32010,Bad Axe Public Schools,9.00,32,Huron,Public,94.00,107.00,0.00,0.00,0.00,0.00,201.00
00174,Baker Middle School,63150,Troy School District,9.00,63,Oakland,Public,215.00,200.00,0.00,0.00,0.00,0.00,415.00
00176,Golightly Education Center,82010,Detroit City School District,9.00,82,Wayne,Public,89.00,98.00,0.00,0.00,0.00,0.00,187.00
00197,TRINITY LUTHERAN SCHOOL,75010,,9.00,79,Tuscola,nonpublic,13.00,6.00,0.00,0.00,0.00,0.00,19.00
00200,Barbour Magnet Middle School,82010,Detroit City School District,9.00,82,Wayne,Public,120.00,151.00,0.00,0.00,0.00,0.00,271.00
00250,Bedford Senior High School,58030,Bedford Public Schools,9.00,58,Monroe,Public,0.00,0.00,390.00,447.00,401.00,475.00,"1,713.00"
00263,South Middle School,82430,Van Buren Public Schools,9.00,82,Wayne,Public,194.00,186.00,0.00,0.00,0.00,0.00,380.00
00264,Belleville High School,82430,Van Buren Public Schools,9.00,82,Wayne,Public,0.00,0.00,431.00,500.00,399.00,401.00,"1,731.00"
00273,Benjamin Franklin Middle School,82160,Wayne-Westland Community School District,9.00,82,Wayne,Public,247.00,202.00,0.00,0.00,0.00,0.00,449.00
00291,Berkley High School,63050,Berkley School District,9.00,63,Oakland,Public,0.00,0.00,314.00,339.00,308.00,289.00,"1,250.00"
00292,Berkshire Middle School,63010,Birmingham City School District,9.00,63,Oakland,Public,299.00,261.00,0.00,0.00,0.00,0.00,560.00
00309,BETHANY LUTHERAN SCHOOL,82010,,9.00,32,Huron,nonpublic,5.00,8.00,0.00,0.00,0.00,0.00,13.00
00311,BETHLEHEM LUTHERAN SCHOOL,73030,,9.00,82,Wayne,nonpublic,16.00,25.00,0.00,0.00,0.00,0.00,41.00
00319,Big Burning School,32260,Colfax Township S/D #1F,9.00,32,Huron,Public,0.00,4.00,0.00,0.00,0.00,0.00,4.00
